,Nama_Produk,Akun,ulasan,rate,ulasan_tokenize,ulasan_normalized,ulasan_stop_removed,ulasan_Stemmed,ulasan_clean
165,Facemask 50s / BOX Masker Wajah Kesehatan 3ply / Masker Mulut BNPB - Pack 10pcs,NURHASANAH,fast respon pengiriman cepat namun sayang box khusus yg hijab pada penyok penyok ada juga yg sobek padahal sdh di kasih note diketerangan agar box dilipat sajakrn ini kan utk dijual lagi bukan dipakai sendiri jadi harus bagus box nya,3,"['fast', 'respon', 'pengiriman', 'cepat', 'namun', 'sayang', 'box', 'khusus', 'yg', 'hijab', 'pada', 'penyok', 'penyok', 'ada', 'juga', 'yg', 'sobek', 'padahal', 'sdh', 'di', 'kasih', 'note', 'diketerangan', 'agar', 'box', 'dilipat', 'sajakrn', 'ini', 'kan', 'utk', 'dijual', 'lagi', 'bukan', 'dipakai', 'sendiri', 'jadi', 'harus', 'bagus', 'box', 'nya']","['fast', 'respon', 'pengiriman', 'cepat', 'namun', 'sayang', 'box', 'khusus', 'yang', 'hijab', 'pada', 'penyok', 'penyok', 'ada', 'juga', 'yang', 'sobek', 'padahal', 'sudah', 'di', 'kasih', 'note', 'diketerangan', 'agar', 'box', 'dilipat', 'sajakrn', 'ini', 'kan', 'utk', 'dijual', 'lagi', 'bukan', 'dipakai', 'sendiri', 'jadi', 'harus', 'bagus', 'box', 'nya']","['fast', 'respon', 'pengiriman', 'cepat', 'sayang', 'box', 'khusus', 'hijab', 'penyok', 'penyok', 'sobek', 'kasih', 'note', 'diketerangan', 'box', 'dilipat', 'sajakrn', 'utk', 'dijual', 'dipakai', 'bagus', 'box', 'nya']","['fast', 'respon', 'kirim', 'cepat', 'sayang', 'box', 'khusus', 'hijab', 'penyok', 'penyok', 'sobek', 'kasih', 'note', 'terang', 'box', 'lipat', 'sajakrn', 'utk', 'jual', 'pakai', 'bagus', 'box', 'nya']",fast respon kirim cepat sayang box khusus hijab penyok penyok sobek kasih note terang box lipat sajakrn utk jual pakai bagus box nya
166,Facemask 50s / BOX Masker Wajah Kesehatan 3ply / Masker Mulut BNPB - Pack 10pcs,Y***a,brg sesuai,5,"['brg', 'sesuai']","['brg', 'sesuai']","['brg', 'sesuai']","['brg', 'sesuai']",brg sesuai
167,Facemask 50s / BOX Masker Wajah Kesehatan 3ply / Masker Mulut BNPB - Pack 10pcs,Andi,semua baik cepet dkrm dterima kondisi bagus packing bagus rapi cpt juga everything is good puassssss dech sangat puas,5,"['semua', 'baik', 'cepet', 'dkrm', 'dterima', 'kondisi', 'bagus', 'packing', 'bagus', 'rapi', 'cpt', 'juga', 'everything', 'is', 'good', 'puassssss', 'dech', 'sangat', 'puas']","['semua', 'baik', 'cepet', 'dkrm', 'dterima', 'kondisi', 'bagus', 'packing', 'bagus', 'rapi', 'cepat', 'juga', 'everything', 'is', 'good', 'puassssss', 'dech', 'sangat', 'puas']","['cepet', 'dkrm', 'dterima', 'kondisi', 'bagus', 'packing', 'bagus', 'rapi', 'cepat', 'everything', 'is', 'good', 'puassssss', 'dech', 'puas']","['cepet', 'dkrm', 'dterima', 'kondisi', 'bagus', 'packing', 'bagus', 'rapi', 'cepat', 'everything', 'is', 'good', 'puassssss', 'dech', 'puas']",cepet dkrm dterima kondisi bagus packing bagus rapi cepat everything is good puassssss dech puas
168,Facemask 50s / BOX Masker Wajah Kesehatan 3ply / Masker Mulut BNPB - Pack 10pcs,Chandra,produk bagus sesuai dgn pesanan thanks,5,"['produk', 'bagus', 'sesuai', 'dgn', 'pesanan', 'thanks']","['produk', 'bagus', 'sesuai', 'dgn', 'pesanan', 'thanks']","['produk', 'bagus', 'sesuai', 'dgn', 'pesanan', 'thanks']","['produk', 'bagus', 'sesuai', 'dgn', 'pesan', 'thanks']",produk bagus sesuai dgn pesan thanks
169,Facemask 50s / BOX Masker Wajah Kesehatan 3ply / Masker Mulut BNPB - Pack 10pcs,Jhon,pesan box hijab biasa tapi yg datang semua box model biasa yg hijab gak ada,3,"['pesan', 'box', 'hijab', 'biasa', 'tapi', 'yg', 'datang', 'semua', 'box', 'model', 'biasa', 'yg', 'hijab', 'gak', 'ada']","['pesan', 'box', 'hijab', 'biasa', 'tapi', 'yang', 'datang', 'semua', 'box', 'model', 'biasa', 'yang', 'hijab', 'tidak', 'ada']","['pesan', 'box', 'hijab', 'box', 'model', 'hijab']","['pesan', 'box', 'hijab', 'box', 'model', 'hijab']",pesan box hijab box model hijab
170,Masker Karet Putih 3 Ply Daily Use Onemed Box Isi 50 Pcs,Luke,masak debu saja bisa masuk yang bener aja kalau buat masker dibuat harian saja tidak bisa,1,"['masak', 'debu', 'saja', 'bisa', 'masuk', 'yang', 'bener', 'aja', 'kalau', 'buat', 'masker', 'dibuat', 'harian', 'saja', 'tidak', 'bisa']","['masak', 'debu', 'saja', 'bisa', 'masuk', 'yang', 'bener', 'aja', 'kalau', 'buat', 'masker', 'dibuat', 'harian', 'saja', 'tidak', 'bisa']","['masak', 'debu', 'masuk', 'bener', 'aja', 'masker', 'harian']","['masak', 'debu', 'masuk', 'bener', 'aja', 'masker', 'hari']",masak debu masuk bener aja masker hari
171,Masker Karet Putih 3 Ply Daily Use Onemed Box Isi 50 Pcs,Densi,agak tipis dibanding biasa,4,"['agak', 'tipis', 'dibanding', 'biasa']","['sedikit', 'tipis', 'dibanding', 'biasa']","['tipis', 'dibanding']","['tipis', 'banding']",tipis banding
172,Masker Karet Putih 3 Ply Daily Use Onemed Box Isi 50 Pcs,H***h,tipis bgtttt maskernya beda ama onemed biasanya karna warnanya putih jadi lebih lebih kelihatan tipisnya,2,"['tipis', 'bgtttt', 'maskernya', 'beda', 'ama', 'onemed', 'biasanya', 'karna', 'warnanya', 'putih', 'jadi', 'lebih', 'lebih', 'kelihatan', 'tipisnya']","['tipis', 'bgtttt', 'maskernya', 'beda', 'ama', 'onemed', 'biasanya', 'karna', 'warnanya', 'putih', 'jadi', 'lebih', 'lebih', 'kelihatan', 'tipisnya']","['tipis', 'bgtttt', 'maskernya', 'beda', 'ama', 'onemed', 'karna', 'warnanya', 'putih', 'tipisnya']","['tipis', 'bgtttt', 'masker', 'beda', 'ama', 'onemed', 'karna', 'warna', 'putih', 'tipis']",tipis bgtttt masker beda ama onemed karna warna putih tipis
173,Masker Karet Putih 3 Ply Daily Use Onemed Box Isi 50 Pcs,Shandyka,quantitas sesuai pesanan kemasannya box langsung masker dikira maskernya di bungkus plastik lagi tapi enak dipakai maskernya terimakasih layanan cukup cepat,5,"['quantitas', 'sesuai', 'pesanan', 'kemasannya', 'box', 'langsung', 'masker', 'dikira', 'maskernya', 'di', 'bungkus', 'plastik', 'lagi', 'tapi', 'enak', 'dipakai', 'maskernya', 'terimakasih', 'layanan', 'cukup', 'cepat']","['quantitas', 'sesuai', 'pesanan', 'kemasannya', 'box', 'langsung', 'masker', 'dikira', 'maskernya', 'di', 'bungkus', 'plastik', 'lagi', 'tapi', 'enak', 'dipakai', 'maskernya', 'terimakasih', 'layanan', 'cukup', 'cepat']","['quantitas', 'sesuai', 'pesanan', 'kemasannya', 'box', 'langsung', 'masker', 'maskernya', 'bungkus', 'plastik', 'enak', 'dipakai', 'maskernya', 'terimakasih', 'layanan', 'cepat']","['quantitas', 'sesuai', 'pesan', 'kemas', 'box', 'langsung', 'masker', 'masker', 'bungkus', 'plastik', 'enak', 'pakai', 'masker', 'terimakasih', 'layan', 'cepat']",quantitas sesuai pesan kemas box langsung masker masker bungkus plastik enak pakai masker terimakasih layan cepat
174,Masker Karet Putih 3 Ply Daily Use Onemed Box Isi 50 Pcs,D,jossss wes,5,"['jossss', 'wes']","['jossss', 'wes']","['jossss', 'wes']","['jossss', 'wes']",jossss wes
175,Masker Karet Putih 3 Ply Daily Use Onemed Box Isi 50 Pcs,Astri,bagus smw barang msh tersegel utuh ga minta di bubble wrap tp dikasih biar aman isi nytrima ksh,5,"['bagus', 'smw', 'barang', 'msh', 'tersegel', 'utuh', 'ga', 'minta', 'di', 'bubble', 'wrap', 'tp', 'dikasih', 'biar', 'aman', 'isi', 'nytrima', 'ksh']","['bagus', 'smw', 'barang', 'msh', 'tersegel', 'utuh', 'ga', 'minta', 'di', 'bubble', 'wrap', 'tp', 'dikasih', 'biar', 'aman', 'isi', 'nytrima', 'ksh']","['bagus', 'smw', 'barang', 'msh', 'tersegel', 'utuh', 'ga', 'bubble', 'wrap', 'tp', 'dikasih', 'biar', 'aman', 'isi', 'nytrima', 'ksh']","['bagus', 'smw', 'barang', 'msh', 'segel', 'utuh', 'ga', 'bubble', 'wrap', 'tp', 'kasih', 'biar', 'aman', 'isi', 'nytrima', 'ksh']",bagus smw barang msh segel utuh ga bubble wrap tp kasih biar aman isi nytrima ksh
176,Masker Karet Putih 3 Ply Daily Use Onemed Box Isi 50 Pcs,Suci,entah sudah berapa kali beli masker disini selalu puas dengan pengiriman dan barangnya recomended,5,"['entah', 'sudah', 'berapa', 'kali', 'beli', 'masker', 'disini', 'selalu', 'puas', 'dengan', 'pengiriman', 'dan', 'barangnya', 'recomended']","['entah', 'sudah', 'berapa', 'kali', 'beli', 'masker', 'disini', 'selalu', 'puas', 'dengan', 'pengiriman', 'dan', 'barangnya', 'rekomendasi']","['kali', 'beli', 'masker', 'puas', 'pengiriman', 'barangnya', 'rekomendasi']","['kali', 'beli', 'masker', 'puas', 'kirim', 'barang', 'rekomendasi']",kali beli masker puas kirim barang rekomendasi
177,Masker Karet Putih 3 Ply Daily Use Onemed Box Isi 50 Pcs,Rani,nan,5,['nan'],['nan'],['nan'],['nan'],nan
178,Masker Karet Putih 3 Ply Daily Use Onemed Box Isi 50 Pcs,Cipta,seller bintang lima,5,"['seller', 'bintang', 'lima']","['seller', 'bintang', 'lima']","['seller', 'bintang']","['seller', 'bintang']",seller bintang
179,Masker Karet Putih 3 Ply Daily Use Onemed Box Isi 50 Pcs,Dafit,barang sudah sampai terima kasih,5,"['barang', 'sudah', 'sampai', 'terima', 'kasih']","['barang', 'sudah', 'sampai', 'terima', 'kasih']","['barang', 'terima', 'kasih']","['barang', 'terima', 'kasih']",barang terima kasih
180,masker kf94 pink 4ply masker antivirus kesehatan isi 10pcs,Andy,olshop yg terpercaya dan barang sesuai pesanan,5,"['olshop', 'yg', 'terpercaya', 'dan', 'barang', 'sesuai', 'pesanan']","['olshop', 'yang', 'terpercaya', 'dan', 'barang', 'sesuai', 'pesanan']","['olshop', 'terpercaya', 'barang', 'sesuai', 'pesanan']","['olshop', 'percaya', 'barang', 'sesuai', 'pesan']",olshop percaya barang sesuai pesan
181,masker kf94 pink 4ply masker antivirus kesehatan isi 10pcs,Ineu,bagussssss,5,['bagussssss'],['bagus'],['bagus'],['bagus'],bagus
182,masker kf94 pink 4ply masker antivirus kesehatan isi 10pcs,N***i,okeeee thankyou seller,5,"['okeeee', 'thankyou', 'seller']","['okeeee', 'thankyou', 'seller']","['okeeee', 'thankyou', 'seller']","['okeeee', 'thankyou', 'seller']",okeeee thankyou seller
183,masker kf94 pink 4ply masker antivirus kesehatan isi 10pcs,Javirus,jumlah sesuai pcs pengirimn cepat terima kasih seller,5,"['jumlah', 'sesuai', 'pcs', 'pengirimn', 'cepat', 'terima', 'kasih', 'seller']","['jumlah', 'sesuai', 'pcs', 'pengirimn', 'cepat', 'terima', 'kasih', 'seller']","['sesuai', 'pcs', 'pengirimn', 'cepat', 'terima', 'kasih', 'seller']","['sesuai', 'pcs', 'pengirimn', 'cepat', 'terima', 'kasih', 'seller']",sesuai pcs pengirimn cepat terima kasih seller
184,masker kf94 pink 4ply masker antivirus kesehatan isi 10pcs,Wahyu,siiiip,5,['siiiip'],['siiiip'],['siiiip'],['siiiip'],siiiip
185,masker kf94 pink 4ply masker antivirus kesehatan isi 10pcs,Muji,walaupun agak lama prosesnya tapi puas sama barang yg dikirim,5,"['walaupun', 'agak', 'lama', 'prosesnya', 'tapi', 'puas', 'sama', 'barang', 'yg', 'dikirim']","['walaupun', 'sedikit', 'lama', 'prosesnya', 'tapi', 'puas', 'sama', 'barang', 'yang', 'dikirim']","['prosesnya', 'puas', 'barang', 'dikirim']","['proses', 'puas', 'barang', 'kirim']",proses puas barang kirim
186,masker kf94 pink 4ply masker antivirus kesehatan isi 10pcs,s***y,ada bonusnya,5,"['ada', 'bonusnya']","['ada', 'bonusnya']",['bonusnya'],['bonus'],bonus
187,masker kf94 pink 4ply masker antivirus kesehatan isi 10pcs,T***r,cepat tepat mantap,5,"['cepat', 'tepat', 'mantap']","['cepat', 'tepat', 'mantap']","['cepat', 'mantap']","['cepat', 'mantap']",cepat mantap
188,masker kf94 pink 4ply masker antivirus kesehatan isi 10pcs,widhi,tercepat pengirimannya,5,"['tercepat', 'pengirimannya']","['tercepat', 'pengirimannya']","['tercepat', 'pengirimannya']","['cepat', 'kirim']",cepat kirim
189,masker kf94 pink 4ply masker antivirus kesehatan isi 10pcs,Senny,nan,5,['nan'],['nan'],['nan'],['nan'],nan
190,Disposable Mask KN95 Facemask Kesehatan Masker Wajah 5 Layer BNPB,Heri,alhamdulillah sesuai pesanan barangnya bagus,5,"['alhamdulillah', 'sesuai', 'pesanan', 'barangnya', 'bagus']","['alhamdulillah', 'sesuai', 'pesanan', 'barangnya', 'bagus']","['alhamdulillah', 'sesuai', 'pesanan', 'barangnya', 'bagus']","['alhamdulillah', 'sesuai', 'pesan', 'barang', 'bagus']",alhamdulillah sesuai pesan barang bagus
191,Disposable Mask KN95 Facemask Kesehatan Masker Wajah 5 Layer BNPB,Toni,barang sesuai peaanan,4,"['barang', 'sesuai', 'peaanan']","['barang', 'sesuai', 'peaanan']","['barang', 'sesuai', 'peaanan']","['barang', 'sesuai', 'peaanan']",barang sesuai peaanan
192,Disposable Mask KN95 Facemask Kesehatan Masker Wajah 5 Layer BNPB,M***r,ceritanya kita beli pcs kok ga dikotakin terkesan kurang bunafit sama saja seperti ply kan sayang kwalitas premiumnya,3,"['ceritanya', 'kita', 'beli', 'pcs', 'kok', 'ga', 'dikotakin', 'terkesan', 'kurang', 'bunafit', 'sama', 'saja', 'seperti', 'ply', 'kan', 'sayang', 'kwalitas', 'premiumnya']","['ceritanya', 'kita', 'beli', 'pcs', 'kok', 'ga', 'dikotakin', 'terkesan', 'kurang', 'bunafit', 'sama', 'saja', 'seperti', 'ply', 'kan', 'sayang', 'kwalitas', 'premiumnya']","['ceritanya', 'beli', 'pcs', 'ga', 'dikotakin', 'terkesan', 'bunafit', 'ply', 'sayang', 'kwalitas', 'premiumnya']","['cerita', 'beli', 'pcs', 'ga', 'dikotakin', 'kes', 'bunafit', 'ply', 'sayang', 'kwalitas', 'premium']",cerita beli pcs ga dikotakin kes bunafit ply sayang kwalitas premium
193,Disposable Mask KN95 Facemask Kesehatan Masker Wajah 5 Layer BNPB,R***n,brng nya sudah sampai dngn baik sesuai pesanan bahan nya juga bagus ngga sesek buat napas nya makasihhhh,5,"['brng', 'nya', 'sudah', 'sampai', 'dngn', 'baik', 'sesuai', 'pesanan', 'bahan', 'nya', 'juga', 'bagus', 'ngga', 'sesek', 'buat', 'napas', 'nya', 'makasihhhh']","['brng', 'nya', 'sudah', 'sampai', 'dngn', 'baik', 'sesuai', 'pesanan', 'bahan', 'nya', 'juga', 'bagus', 'ngga', 'sesek', 'buat', 'napas', 'nya', 'makasihhhh']","['brng', 'nya', 'dngn', 'sesuai', 'pesanan', 'bahan', 'nya', 'bagus', 'ngga', 'sesek', 'napas', 'nya', 'makasihhhh']","['brng', 'nya', 'dngn', 'sesuai', 'pesan', 'bahan', 'nya', 'bagus', 'ngga', 'sek', 'napas', 'nya', 'makasihhhh']",brng nya dngn sesuai pesan bahan nya bagus ngga sek napas nya makasihhhh
194,Disposable Mask KN95 Facemask Kesehatan Masker Wajah 5 Layer BNPB,AFRODI,maskernya lumayan bagus besinya ga nempel maksimal,4,"['maskernya', 'lumayan', 'bagus', 'besinya', 'ga', 'nempel', 'maksimal']","['maskernya', 'lumayan', 'bagus', 'besinya', 'ga', 'nempel', 'maksimal']","['maskernya', 'lumayan', 'bagus', 'besinya', 'ga', 'nempel', 'maksimal']","['masker', 'lumayan', 'bagus', 'besi', 'ga', 'nempel', 'maksimal']",masker lumayan bagus besi ga nempel maksimal
195,Disposable Mask KN95 Facemask Kesehatan Masker Wajah 5 Layer BNPB,Melina,pembelian kedau dan barang tetap ok,5,"['pembelian', 'kedau', 'dan', 'barang', 'tetap', 'ok']","['pembelian', 'kedau', 'dan', 'barang', 'tetap', 'ok']","['pembelian', 'kedau', 'barang', 'ok']","['beli', 'kedau', 'barang', 'ok']",beli kedau barang ok
196,Disposable Mask KN95 Facemask Kesehatan Masker Wajah 5 Layer BNPB,Alex,cepet nyampe komplit top,5,"['cepet', 'nyampe', 'komplit', 'top']","['cepet', 'nyampe', 'komplit', 'top']","['cepet', 'nyampe', 'komplit', 'top']","['cepet', 'nyampe', 'komplit', 'top']",cepet nyampe komplit top
197,Disposable Mask KN95 Facemask Kesehatan Masker Wajah 5 Layer BNPB,Aris,mantulll,5,['mantulll'],['mantulll'],['mantulll'],['mantulll'],mantulll
198,Disposable Mask KN95 Facemask Kesehatan Masker Wajah 5 Layer BNPB,Sekardewi,dulu pesan pertama dg plastik per masker sekarang yg datang tidak di plastik per masker tp per masker,3,"['dulu', 'pesan', 'pertama', 'dg', 'plastik', 'per', 'masker', 'sekarang', 'yg', 'datang', 'tidak', 'di', 'plastik', 'per', 'masker', 'tp', 'per', 'masker']","['dulu', 'pesan', 'pertama', 'dg', 'plastik', 'per', 'masker', 'sekarang', 'yang', 'datang', 'tidak', 'di', 'plastik', 'per', 'masker', 'tp', 'per', 'masker']","['pesan', 'dg', 'plastik', 'masker', 'plastik', 'masker', 'tp', 'masker']","['pesan', 'dg', 'plastik', 'masker', 'plastik', 'masker', 'tp', 'masker']",pesan dg plastik masker plastik masker tp masker
199,Disposable Mask KN95 Facemask Kesehatan Masker Wajah 5 Layer BNPB,Endang,pengiriman cepat barang sesuai di foto kurir ramah,5,"['pengiriman', 'cepat', 'barang', 'sesuai', 'di', 'foto', 'kurir', 'ramah']","['pengiriman', 'cepat', 'barang', 'sesuai', 'di', 'foto', 'kurir', 'ramah']","['pengiriman', 'cepat', 'barang', 'sesuai', 'foto', 'kurir', 'ramah']","['kirim', 'cepat', 'barang', 'sesuai', 'foto', 'kurir', 'ramah']",kirim cepat barang sesuai foto kurir ramah
200,Masker KF94 4 Ply Isi 10 Pcs Masker Medis Kesehatan Kemasan Plastik - Putih,Usep,okeeehhh,5,['okeeehhh'],['okeeehhh'],['okeeehhh'],['okeeehhh'],okeeehhh
201,Masker KF94 4 Ply Isi 10 Pcs Masker Medis Kesehatan Kemasan Plastik - Putih,Stephanus,keduakali beli tapi sayang yang kedua lambat dalam respon order pagi supaya bisa dikirim hari itu juga tapi sampai sore gak ada respon setelah ditanya baru respon itupun baru dikirim besoknya untuk barang bagus sesuai dengan harga,3,"['keduakali', 'beli', 'tapi', 'sayang', 'yang', 'kedua', 'lambat', 'dalam', 'respon', 'order', 'pagi', 'supaya', 'bisa', 'dikirim', 'hari', 'itu', 'juga', 'tapi', 'sampai', 'sore', 'gak', 'ada', 'respon', 'setelah', 'ditanya', 'baru', 'respon', 'itupun', 'baru', 'dikirim', 'besoknya', 'untuk', 'barang', 'bagus', 'sesuai', 'dengan', 'harga']","['kedua kali', 'beli', 'tapi', 'sayang', 'yang', 'kedua', 'lambat', 'dalam', 'respon', 'order', 'pagi', 'supaya', 'bisa', 'dikirim', 'hari', 'itu', 'juga', 'tapi', 'sampai', 'sore', 'tidak', 'ada', 'respon', 'setelah', 'ditanya', 'baru', 'respon', 'itupun', 'baru', 'dikirim', 'besoknya', 'untuk', 'barang', 'bagus', 'sesuai', 'dengan', 'harga']","['kedua kali', 'beli', 'sayang', 'lambat', 'respon', 'order', 'pagi', 'dikirim', 'sore', 'respon', 'respon', 'itupun', 'dikirim', 'besoknya', 'barang', 'bagus', 'sesuai', 'harga']","['dua kali', 'beli', 'sayang', 'lambat', 'respon', 'order', 'pagi', 'kirim', 'sore', 'respon', 'respon', 'itu', 'kirim', 'besok', 'barang', 'bagus', 'sesuai', 'harga']",dua kali beli sayang lambat respon order pagi kirim sore respon respon itu kirim besok barang bagus sesuai harga
202,Masker KF94 4 Ply Isi 10 Pcs Masker Medis Kesehatan Kemasan Plastik - Putih,Rahmat,barang sesuai permintaan dan bagus namun komunikasi penjual ke pembeli tidak pro aktif,3,"['barang', 'sesuai', 'permintaan', 'dan', 'bagus', 'namun', 'komunikasi', 'penjual', 'ke', 'pembeli', 'tidak', 'pro', 'aktif']","['barang', 'sesuai', 'permintaan', 'dan', 'bagus', 'namun', 'komunikasi', 'penjual', 'ke', 'pembeli', 'tidak', 'pro', 'aktif']","['barang', 'sesuai', 'permintaan', 'bagus', 'komunikasi', 'penjual', 'pembeli', 'pro', 'aktif']","['barang', 'sesuai', 'minta', 'bagus', 'komunikasi', 'jual', 'beli', 'pro', 'aktif']",barang sesuai minta bagus komunikasi jual beli pro aktif
203,Masker KF94 4 Ply Isi 10 Pcs Masker Medis Kesehatan Kemasan Plastik - Putih,Alden,bagus maskernya,5,"['bagus', 'maskernya']","['bagus', 'maskernya']","['bagus', 'maskernya']","['bagus', 'masker']",bagus masker
204,Masker KF94 4 Ply Isi 10 Pcs Masker Medis Kesehatan Kemasan Plastik - Putih,Husin,barang sesuai pesanan,4,"['barang', 'sesuai', 'pesanan']","['barang', 'sesuai', 'pesanan']","['barang', 'sesuai', 'pesanan']","['barang', 'sesuai', 'pesan']",barang sesuai pesan
205,Masker KF94 4 Ply Isi 10 Pcs Masker Medis Kesehatan Kemasan Plastik - Putih,Febby,agak panas pas dipakai,5,"['agak', 'panas', 'pas', 'dipakai']","['sedikit', 'panas', 'saat', 'dipakai']","['panas', 'dipakai']","['panas', 'pakai']",panas pakai
206,Masker KF94 4 Ply Isi 10 Pcs Masker Medis Kesehatan Kemasan Plastik - Putih,n***l,proses barang dijemput kurir lama banget anjas lah pokoknya,1,"['proses', 'barang', 'dijemput', 'kurir', 'lama', 'banget', 'anjas', 'lah', 'pokoknya']","['proses', 'barang', 'dijemput', 'kurir', 'lama', 'banget', 'anjas', 'lah', 'pokoknya']","['proses', 'barang', 'dijemput', 'kurir', 'banget', 'anjas', 'pokoknya']","['proses', 'barang', 'jemput', 'kurir', 'banget', 'anjas', 'pokok']",proses barang jemput kurir banget anjas pokok
207,Masker KF94 4 Ply Isi 10 Pcs Masker Medis Kesehatan Kemasan Plastik - Putih,Heni,pengirimn cepet produkx juga bagus konsumen sukamkasih,4,"['pengirimn', 'cepet', 'produkx', 'juga', 'bagus', 'konsumen', 'sukamkasih']","['pengirimn', 'cepet', 'produknya', 'juga', 'bagus', 'konsumen', 'suka makasih']","['pengirimn', 'cepet', 'produknya', 'bagus', 'konsumen', 'suka makasih']","['pengirimn', 'cepet', 'produk', 'bagus', 'konsumen', 'suka makasih']",pengirimn cepet produk bagus konsumen suka makasih
208,Masker KF94 4 Ply Isi 10 Pcs Masker Medis Kesehatan Kemasan Plastik - Putih,Yati,bagus pengiriman cepat,5,"['bagus', 'pengiriman', 'cepat']","['bagus', 'pengiriman', 'cepat']","['bagus', 'pengiriman', 'cepat']","['bagus', 'kirim', 'cepat']",bagus kirim cepat
209,Masker KF94 4 Ply Isi 10 Pcs Masker Medis Kesehatan Kemasan Plastik - Putih,Husin,barang sesuai pesanan pengiriman cepat,5,"['barang', 'sesuai', 'pesanan', 'pengiriman', 'cepat']","['barang', 'sesuai', 'pesanan', 'pengiriman', 'cepat']","['barang', 'sesuai', 'pesanan', 'pengiriman', 'cepat']","['barang', 'sesuai', 'pesan', 'kirim', 'cepat']",barang sesuai pesan kirim cepat
210,Softies Surgical Mask 30s isi 30 Masker Medis (spt Sensi Nexcare 3M),l***h,pelayanan bagusseller ramah dan cepat reply chatdan pengiriman cepat sekali tapi belum sempat buka dusnyarecommemded,5,"['pelayanan', 'bagusseller', 'ramah', 'dan', 'cepat', 'reply', 'chatdan', 'pengiriman', 'cepat', 'sekali', 'tapi', 'belum', 'sempat', 'buka', 'dusnyarecommemded']","['pelayanan', 'bagus', 'ramah', 'dan', 'cepat', 'reply', 'chatdan', 'pengiriman', 'cepat', 'sekali', 'tapi', 'belum', 'sempat', 'buka', 'dusnyarecommemded']","['pelayanan', 'bagus', 'ramah', 'cepat', 'reply', 'chatdan', 'pengiriman', 'cepat', 'buka', 'dusnyarecommemded']","['layan', 'bagus', 'ramah', 'cepat', 'reply', 'chatdan', 'kirim', 'cepat', 'buka', 'dusnyarecommemded']",layan bagus ramah cepat reply chatdan kirim cepat buka dusnyarecommemded
211,Softies Surgical Mask 30s isi 30 Masker Medis (spt Sensi Nexcare 3M),M***M,packingnya rapih bgus barang sesuai,5,"['packingnya', 'rapih', 'bgus', 'barang', 'sesuai']","['packingnya', 'rapih', 'bgus', 'barang', 'sesuai']","['packingnya', 'rapih', 'bgus', 'barang', 'sesuai']","['packingnya', 'rapih', 'bgus', 'barang', 'sesuai']",packingnya rapih bgus barang sesuai
212,Softies Surgical Mask 30s isi 30 Masker Medis (spt Sensi Nexcare 3M),Agung,pengiriman cepet packing tambah kardus juga,5,"['pengiriman', 'cepet', 'packing', 'tambah', 'kardus', 'juga']","['pengiriman', 'cepet', 'packing', 'tambah', 'kardus', 'juga']","['pengiriman', 'cepet', 'packing', 'kardus']","['kirim', 'cepet', 'packing', 'kardus']",kirim cepet packing kardus
213,Softies Surgical Mask 30s isi 30 Masker Medis (spt Sensi Nexcare 3M),D***q,barang sudah diterima dengan baik terima kasih,5,"['barang', 'sudah', 'diterima', 'dengan', 'baik', 'terima', 'kasih']","['barang', 'sudah', 'diterima', 'dengan', 'baik', 'terima', 'kasih']","['barang', 'diterima', 'terima', 'kasih']","['barang', 'terima', 'terima', 'kasih']",barang terima terima kasih
214,Softies Surgical Mask 30s isi 30 Masker Medis (spt Sensi Nexcare 3M),Haernudin,mantap thanks,5,"['mantap', 'thanks']","['mantap', 'thanks']","['mantap', 'thanks']","['mantap', 'thanks']",mantap thanks
215,Softies Surgical Mask 30s isi 30 Masker Medis (spt Sensi Nexcare 3M),D***n,cepat akurat,5,"['cepat', 'akurat']","['cepat', 'akurat']","['cepat', 'akurat']","['cepat', 'akurat']",cepat akurat
216,Softies Surgical Mask 30s isi 30 Masker Medis (spt Sensi Nexcare 3M),R***l,original recommended seller,5,"['original', 'recommended', 'seller']","['original', 'rekomendasi', 'seller']","['original', 'rekomendasi', 'seller']","['original', 'rekomendasi', 'seller']",original rekomendasi seller
217,Softies Surgical Mask 30s isi 30 Masker Medis (spt Sensi Nexcare 3M),Andriana,tepat waktu pengirimannyamantul gan,5,"['tepat', 'waktu', 'pengirimannyamantul', 'gan']","['tepat', 'waktu', 'pengirimannyamantul', 'gan']","['pengirimannyamantul', 'gan']","['pengirimannyamantul', 'gan']",pengirimannyamantul gan
218,Softies Surgical Mask 30s isi 30 Masker Medis (spt Sensi Nexcare 3M),Andreas,packing rapi dan cepat sampai,5,"['packing', 'rapi', 'dan', 'cepat', 'sampai']","['packing', 'rapi', 'dan', 'cepat', 'sampai']","['packing', 'rapi', 'cepat']","['packing', 'rapi', 'cepat']",packing rapi cepat
219,Softies Surgical Mask 30s isi 30 Masker Medis (spt Sensi Nexcare 3M),L***y,barang sesuai dgn yg ditawarkan,4,"['barang', 'sesuai', 'dgn', 'yg', 'ditawarkan']","['barang', 'sesuai', 'dgn', 'yang', 'ditawarkan']","['barang', 'sesuai', 'dgn', 'ditawarkan']","['barang', 'sesuai', 'dgn', 'tawar']",barang sesuai dgn tawar
